,Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Positive_Review,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Reviewer_Score,Tags,days_since_review,lat,lng
229063,65 73 Shaftesbury Avenue Westminster Borough London W1D 6EX United Kingdom,531,1/30/2016,9.0,The Piccadilly London West End, Switzerland , The design of the bathroom is poor No space to place cosmetic products Please improve urgently ,18,2298, Location room staff,4,2,8.8,"[' Leisure trip ', ' Solo traveler ', ' Premier Double Room ', ' Stayed 2 nights ']",551 day,51.5121957,-0.1318384
258357,9 13 Bloomsbury Street Nr Covent Garden Camden London WC1B 3QD United Kingdom,392,3/21/2016,8.6,Radisson Blu Edwardian Bloomsbury Street, United Kingdom , Small room and bathroom looking out onto a brick wall requested superior room and booked early with some VIP guests Further from Covent Garden than anticipated across some busy roads Staff at breakfast very unattentive ,37,1641, Comfy Bed,3,1,6.3,"[' Leisure trip ', ' Group ', ' Superior Double or Twin Room ', ' Stayed 1 night ']",500 day,51.517608,-0.1276253
83031,190 Queen s Gate Kensington and Chelsea London SW7 5EX United Kingdom,227,1/24/2016,8.6,The Gore Hotel Starhotels Collezione, United Kingdom ,No Negative,0,968, Great location for the theatre and lovely bar ,10,3,8.8,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",557 day,51.5001979,-0.1795357
478321,Via L Muratori 14 Porta Romana 20135 Milan Italy,60,6/22/2017,8.2,UNA Hotel Mediterraneo, United Kingdom , My room was nothing like the one in your photo,11,1088,No Positive,0,7,5.0,"[' Business trip ', ' Solo traveler ', ' Double Room Single Use ', ' Stayed 1 night ']",42 days,45.451873,9.20548
393278,Oude Haagseweg 20 Slotervaart 1066 BW Amsterdam Netherlands,215,11/29/2016,7.8,Mercure Hotel Amsterdam West, Turkey , Extra fee should be given for the breakfast ,10,1945, The personal attitude was great The hotel is close to Airport ,13,3,7.5,"[' Leisure trip ', ' Group ', ' Standard Twin Room ', ' Stayed 2 nights ']",247 day,52.3375677,4.8178172
203396,5 rue du 8 Mai 1945 10th arr 75010 Paris France,710,9/19/2015,7.9,Holiday Inn Paris Gare de l Est, United States of America , The room was cramped as was the lobby ,10,6511, The staff was very good ,7,7,7.1,"[' Business trip ', ' Solo traveler ', ' Double Room Non Smoking ', ' Stayed 1 night ', ' Submitted from a mobile device ']",684 day,48.8758981,2.3590504
35034,11 Thurloe Place Knightsbridge Kensington and Chelsea London SW7 2RS United Kingdom,421,3/16/2017,8.5,The Rembrandt, United Kingdom , No major issues,4,1802, Lovely room staff friendly Good location for us ,10,5,10.0,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",140 day,51.4959227,-0.1702917
192263,45 Prescot Street City of London London E1 8GP United Kingdom,531,11/24/2016,8.7,Grange Tower Bridge Hotel, United Kingdom ,No Negative,0,1668, Great staff brilliant hotel in a great location within walking distance of tube and sights ,17,2,10.0,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",252 day,51.5115509,-0.0714919
441301,Scarsdale Place Kensington Kensington and Chelsea London W8 5SY United Kingdom,1831,2/24/2017,8.1,Copthorne Tara Hotel London Kensington, United Kingdom , Room was very very hot Even with the air conditioning on at full speed When we complained next morning they said we should of done it during the night and they would have sent someone up to investigate What were they going to do Send in an engineer Either way we were going to be disturbed either by the engineer or by the heat So we were very unhappy about it,72,7105,No Positive,0,3,7.1,"[' Leisure trip ', ' Family with young children ', ' Standard Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",160 day,51.499046,-0.1917073
458887,St Katherines Way Tower Hamlets London E1W 1LD United Kingdom,950,8/12/2016,8.6,The Tower A Guoman Hotel, United Kingdom ,No Negative,0,3486, Great location,3,1,7.5,"[' Leisure trip ', ' Couple ', ' Standard Double Room with Bridge View ', ' Stayed 1 night ', ' Submitted from a mobile device ']",356 day,51.5064721,-0.0716893
236382,7 Pepys Street City of London London EC3N 4AF United Kingdom,1936,2/28/2017,8.7,DoubleTree by Hilton Hotel London Tower of London, United Kingdom , Queue to check in on a busy Friday afternoon but staff were on hand to offer refreshments whilst waiting Didn t have breakfast but I noticed queues on two of the days I stayed,35,7491, Great location good night s sleep in a comfortable bed excellent shower Sky Lounge on 12th floor was impressive ,21,6,10.0,"[' Leisure trip ', ' Couple ', ' King Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",156 day,51.5108412,-0.0780581
18101,10 Berners Street Westminster Borough London W1T 3NP United Kingdom,85,2/27/2017,9.1,The London EDITION, France , Difficult to connect to the wifi at first I found the room a little small despite choosing a higher category Check out was very long as there was a queue ,32,372, Loved the friendliness of the staff especially in the restaurant they sent up special complimentary cocktails for us to enjoy the weekend Beautiful hotel restaurant Breakfast brunch choices were excellent The quality of the restaurant food was very high Excellent stay overall ,44,2,9.6,"[' Leisure trip ', ' Couple ', ' Deluxe Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",157 day,51.5167472,-0.135965
480454,Via Lorenteggio 278 Lorenteggio 20152 Milan Italy,99,4/5/2017,7.0,IH Hotels Milano Lorenteggio, Germany , Room was noisy and with poor sound isolation Hotel lobby is very outdated and there are basically 0 facilities definitely when talking about a 4 start hotel If you are not traveling for business in that specific area I would avoid staying at this hotel for this price range ,51,2181, Room was recently renovated and clean Staff was friendly and helpful breakfast was good ,16,3,5.0,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 2 nights ']",120 day,45.4436132,9.1161094
108006,22 28 Broadway Westminster Borough London SW1H 0BH United Kingdom,242,6/6/2016,9.1,Conrad London St James, United Kingdom ,No Negative,0,944, Breakfast was excellent the bed was comfortable the pillows were divine,12,1,9.2,"[' Leisure trip ', ' Family with older children ', ' 2 rooms ', ' Stayed 1 night ', ' Submitted from a mobile device ']",423 day,51.4993927,-0.1329128
27378,101 Buckingham Palace Road Westminster Borough London SW1W 0SJ United Kingdom,838,8/5/2016,8.4,The Grosvenor, New Zealand , slightly noisy air condintioning unit,6,3274, old world charm,4,1,9.6,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 5 nights ']",363 day,51.4956657,-0.1452793
116811,23 rue du Faubourg Montmartre 9th arr 75009 Paris France,120,11/2/2016,8.4,Hotel Pulitzer Paris, United Kingdom , On the first day the lift was being repaired so we had to use the stairs They re dark and twisty I wouldn t want to use them as a fire exit ,34,1521, Good location near Metro Monoprix and Chartier s restaurant Friendly and helpful staff bathroom clean with novelty basin Excellent buffet breakfast Marriage Freres teabags good value for money ,30,3,9.6,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 4 nights ']",274 day,48.8731996,2.3425446
199346,5 More London Place Tooley Street Southwark London SE1 2BY United Kingdom,484,1/12/2016,8.7,Hilton London Tower Bridge, Greece , i couldnt pay with maestro they only accept visa american exprers etc but finaly i find a way to pay with cash ,24,1705, the room the staff and the internet ,9,5,8.0,"[' Leisure trip ', ' Couple ', ' Double Guest Room ', ' Stayed 4 nights ']",569 day,51.504575,-0.082675
117118,230 A Mile End Road Tower Hamlets London E1 4LJ United Kingdom,44,7/16/2017,7.4,London Suites, United Kingdom , Our room was on the front so quite noisy but to be expected being in such a lively area Code to get in room was e mailed after we had left home so didn t get it until we found wifi connection ,44,259, Very clean and good location opposite tube station Good choice of bars restaurants and cafes nearby Once we found e mail with door codes check in was easy ,30,6,7.9,"[' Leisure trip ', ' Family with young children ', ' Studio ', ' Stayed 1 night ', ' Submitted from a mobile device ']",18 days,51.5215508,-0.0469238
60031,152 Cricklewood Broadway Cricklewood London NW2 3ED United Kingdom,512,12/14/2016,8.0,Clayton Crown Hotel London, United Kingdom , not a great selection of red wine in the pub also a little unsure of the drunk people wandering in off the street especially making a nasty hand gesture to my friend,33,2491, nice hotel with the bar and restaurant attached rooms quite big and very quiet,15,10,9.2,"[' Business trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 1 night ']",232 day,51.5561548,-0.2141824
73616,18 21 Charterhouse Square Islington London EC1M 6AH United Kingdom,431,4/4/2017,8.7,Malmaison London, United Kingdom , None,2,1374, Location cleanliness value for money,6,3,10.0,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ']",121 day,51.520943,-0.1004581
45530,130 135 Minories City of London London EC3N 1NU United Kingdom,465,5/3/2016,8.9,The Chamberlain, United Kingdom ,No Negative,0,2543, Service and staff were excellent Complimentary drinks and newspapers Breakfast was freshly cooked ,15,7,9.6,"[' Leisure trip ', ' Couple ', ' Luxury Double Room ', ' Stayed 3 nights ']",457 day,51.5122457,-0.0757326
235964,7 Montague Street Bloomsbury Camden London WC1B 5BP United Kingdom,90,3/14/2017,8.3,Grange Blooms Hotel, Switzerland ,No Negative,0,393, Great location great room very nice staff especially Veronica and Maria thank you ,15,15,9.6,"[' Business trip ', ' Group ', ' Double Room ', ' Stayed 3 nights ']",142 day,51.5196913,-0.1254243
92034,2 Stanhope Row Park Lane Westminster Borough London W1J 7BS United Kingdom,444,6/19/2017,7.0,Park Lane Mews Hotel, United Arab Emirates , The decor is old and tired and the hotel is in need of updating ,16,2061,No Positive,0,1,7.1,"[' Leisure trip ', ' Group ', ' Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",45 days,51.5059334,-0.1489418
331438,Gran Via de les Corts Catalanes 644 Eixample 08007 Barcelona Spain,257,6/10/2017,9.2,Catalonia Passeig de Gr cia 4 Sup, Japan , Nothing,2,2116, Rooms are very elegant quite and comfortable and we had an outdoor terrace Bathrooms are very chic and the shower was super strong The breakfast buffet was extensive and staff were always friendly What s not to like ,40,3,10.0,"[' Leisure trip ', ' Couple ', ' Double Room with Terrace ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",54 days,41.3901396,2.1696699
134019,3 Berkeley Street Westminster Borough London W1J 8NE United Kingdom,390,3/25/2017,8.0,Holiday Inn London Mayfair, United Kingdom , Doors slamming most of the night air con not the best ,13,1894, Excellent location wonderful staff great breakfast ,8,3,9.2,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 2 nights ']",131 day,51.507746,-0.1422993
340472,Herengracht 255 Amsterdam City Center 1016 BJ Amsterdam Netherlands,234,3/1/2016,9.3,The Hoxton Amsterdam, United States of America ,No Negative,0,1075, This place is now among my top 10 favorite hotels worldwide and I ve been to quite a few I Had one night in Amsterdam on a layover I found this place among the top 20 on Trip Adviser so clicked to reserve on the short train ride from the airport to the city I loved the whole vibe and style of the place Great location about 15 min walk from the Central Train Station or a 9 euro Uber ride They upgraded me to a beautiful spacious room overlooking the canal The design is pretty hip and modern but all spaces are warm and inviting with attention to lighting The price for a bottle of wine to go at the front desk was unheard of at 10 and it was actually pretty decent ,136,1,10.0,"[' Leisure trip ', ' Solo traveler ', ' Single Room ', ' Stayed 1 night ']",520 day,52.3718665,4.8873794
190775,44 Grosvenor Square Westminster Borough London W1K 2HP United Kingdom,806,11/24/2015,7.8,Millennium Hotel London Mayfair, United Kingdom , The heating wasn t working in the room and it was weather was extremely cold the same night The staff brought a heater up to the room which didn t give enough power to heat the room When I told the staff member at reception on checking out she just said Thanks I ll let the team know No apology or waver of any cost ,67,3117,No Positive,0,1,6.5,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 1 night ']",618 day,51.510574,-0.1509951
425205,Rambla del Raval 17 21 Ciutat Vella 08001 Barcelona Spain,256,8/20/2016,8.4,Barcel Raval, United Kingdom ,No Negative,0,2254, The veiw from the roof top,7,1,9.2,"[' Leisure trip ', ' Couple ', ' Superior Double or Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",348 day,41.3790126,2.1696339
89949,2 Rue De Parme 9th arr 75009 Paris France,54,1/19/2016,9.2,Hotel Design Secret de Paris, United Kingdom , Maybe the bed could have been slightly comfier but that s us being picking really ,17,618, The room was absolutely lovely and the location was perfect ,12,1,9.2,"[' Leisure trip ', ' Couple ', ' Mus e d Orsay Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",562 day,48.8814056,2.3282568
254814,82 Gloucester Place Westminster Borough London W1U 6HN United Kingdom,204,11/25/2015,7.5,Hotel 82 London, Germany , Rooms are a little bit noisy because of the street,11,1733, Excellent location 5 minutes walk from Regent s Park The whole staff was very very friendly and helpful Modern comfortable and top design rooms ,26,7,8.8,"[' Leisure trip ', ' Couple ', ' Superior Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",617 day,51.5195857,-0.1584803
